X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-06,1.000000e-09
0,1.18e+01,
1,1.18e+01,
2,1.18e+01,
3,1.20e+01,
4,1.20e+01,
5,1.20e+01,
6,1.20e+01,
7,1.20e+01,
8,1.22e+01,
9,1.22e+01,
10,1.22e+01,
11,1.24e+01,
12,1.24e+01,
13,1.22e+01,
14,1.24e+01,
15,1.24e+01,
16,1.24e+01,
17,1.26e+01,
18,1.26e+01,
19,1.28e+01,
20,1.28e+01,
21,1.28e+01,
22,1.28e+01,
23,1.28e+01,
24,1.32e+01,
25,1.32e+01,
26,1.32e+01,
27,1.34e+01,
28,1.34e+01,
29,1.34e+01,
30,1.34e+01,
31,1.34e+01,
32,1.34e+01,
33,1.36e+01,
34,1.36e+01,
35,1.36e+01,
36,1.38e+01,
37,1.38e+01,
38,1.38e+01,
39,1.38e+01,
40,1.40e+01,
41,1.38e+01,
42,1.40e+01,
43,1.42e+01,
44,1.42e+01,
45,1.42e+01,
46,1.42e+01,
47,1.42e+01,
48,1.42e+01,
49,1.44e+01,
50,1.44e+01,
51,1.44e+01,
52,1.46e+01,
53,1.44e+01,
54,1.46e+01,
55,1.46e+01,
56,1.46e+01,
57,1.46e+01,
58,1.46e+01,
59,1.50e+01,
60,1.48e+01,
61,1.50e+01,
62,1.50e+01,
63,1.50e+01,
64,1.50e+01,
65,1.50e+01,
66,1.52e+01,
67,1.52e+01,
68,1.52e+01,
69,1.52e+01,
70,1.52e+01,
71,1.52e+01,
72,1.54e+01,
73,1.54e+01,
74,1.54e+01,
75,1.56e+01,
76,1.56e+01,
77,1.54e+01,
78,1.58e+01,
79,1.56e+01,
80,1.58e+01,
81,1.58e+01,
82,1.58e+01,
83,1.60e+01,
84,1.60e+01,
85,1.58e+01,
86,1.62e+01,
87,1.60e+01,
88,1.62e+01,
89,1.62e+01,
90,1.62e+01,
91,1.62e+01,
92,1.62e+01,
93,1.62e+01,
94,1.64e+01,
95,1.64e+01,
96,1.64e+01,
97,1.64e+01,
98,1.64e+01,
99,1.66e+01,
100,1.68e+01,
101,1.66e+01,
102,1.66e+01,
103,1.66e+01,
104,1.68e+01,
105,1.68e+01,
106,1.68e+01,
107,1.70e+01,
108,1.70e+01,
109,1.70e+01,
110,1.70e+01,
111,1.70e+01,
112,1.70e+01,
113,1.72e+01,
114,1.72e+01,
115,1.72e+01,
116,1.74e+01,
117,1.72e+01,
118,1.72e+01,
119,1.72e+01,
120,1.74e+01,
121,1.72e+01,
122,1.74e+01,
123,1.76e+01,
124,1.74e+01,
125,1.74e+01,
126,1.78e+01,
127,1.76e+01,
128,1.76e+01,
129,1.78e+01,
130,1.78e+01,
131,1.78e+01,
132,1.80e+01,
133,1.78e+01,
134,1.80e+01,
135,1.78e+01,
136,1.80e+01,
137,1.80e+01,
138,1.80e+01,
139,1.82e+01,
140,1.80e+01,
141,1.80e+01,
142,1.82e+01,
143,1.80e+01,
144,1.82e+01,
145,1.82e+01,
146,1.86e+01,
147,1.86e+01,
148,1.86e+01,
149,1.86e+01,
150,1.86e+01,
151,1.86e+01,
152,1.88e+01,
153,1.86e+01,
154,1.88e+01,
155,1.90e+01,
156,1.90e+01,
157,1.88e+01,
158,1.90e+01,
159,1.88e+01,
160,1.88e+01,
161,1.90e+01,
162,1.90e+01,
163,1.90e+01,
164,1.92e+01,
165,1.90e+01,
166,1.92e+01,
167,1.90e+01,
168,1.92e+01,
169,1.92e+01,
170,1.92e+01,
171,1.94e+01,
172,1.92e+01,
173,1.92e+01,
174,1.92e+01,
175,1.92e+01,
176,1.94e+01,
177,1.94e+01,
178,1.94e+01,
179,1.94e+01,
180,1.96e+01,
181,1.94e+01,
182,1.94e+01,
183,1.94e+01,
184,1.96e+01,
185,1.96e+01,
186,1.94e+01,
187,1.96e+01,
188,1.96e+01,
189,1.96e+01,
190,1.96e+01,
191,1.96e+01,
192,1.96e+01,
193,1.96e+01,
194,1.98e+01,
195,1.98e+01,
196,1.98e+01,
197,1.98e+01,
198,1.98e+01,
199,1.96e+01,
200,1.98e+01,
201,1.98e+01,
202,1.98e+01,
203,2.00e+01,
204,2.00e+01,
205,1.98e+01,
206,1.98e+01,
207,1.98e+01,
208,1.98e+01,
209,2.00e+01,
210,2.00e+01,
211,2.00e+01,
212,2.00e+01,
213,2.00e+01,
214,2.00e+01,
215,1.98e+01,
216,2.00e+01,
217,2.00e+01,
218,2.00e+01,
219,2.02e+01,
220,2.02e+01,
221,2.00e+01,
222,2.02e+01,
223,2.00e+01,
224,2.02e+01,
225,2.00e+01,
226,2.02e+01,
227,2.04e+01,
228,2.02e+01,
229,2.00e+01,
230,2.02e+01,
231,2.00e+01,
232,2.02e+01,
233,2.02e+01,
234,2.02e+01,
235,2.04e+01,
236,2.04e+01,
237,2.02e+01,
238,2.02e+01,
239,2.02e+01,
240,2.02e+01,
241,2.04e+01,
242,2.02e+01,
243,2.04e+01,
244,2.04e+01,
245,2.02e+01,
246,2.04e+01,
247,2.02e+01,
248,2.02e+01,
249,2.04e+01,
250,2.02e+01,
251,2.04e+01,
252,2.02e+01,
253,2.04e+01,
254,2.04e+01,
255,2.02e+01,
256,2.04e+01,
257,2.04e+01,
258,2.02e+01,
259,2.04e+01,
260,2.04e+01,
261,2.02e+01,
262,2.04e+01,
263,2.02e+01,
264,2.04e+01,
265,2.02e+01,
266,2.02e+01,
267,2.04e+01,
268,2.04e+01,
269,2.02e+01,
270,2.04e+01,
271,2.02e+01,
272,2.04e+01,
273,2.04e+01,
274,2.02e+01,
275,2.04e+01,
276,2.02e+01,
277,2.02e+01,
278,2.02e+01,
279,2.02e+01,
280,2.02e+01,
281,2.02e+01,
282,2.00e+01,
283,2.04e+01,
284,2.02e+01,
285,2.00e+01,
286,2.02e+01,
287,2.00e+01,
288,2.00e+01,
289,2.02e+01,
290,2.00e+01,
291,2.02e+01,
292,2.02e+01,
293,2.02e+01,
294,2.02e+01,
295,2.00e+01,
296,2.00e+01,
297,2.00e+01,
298,2.00e+01,
299,2.02e+01,
300,2.00e+01,
301,2.00e+01,
302,2.00e+01,
303,1.98e+01,
304,1.98e+01,
305,2.00e+01,
306,1.98e+01,
307,2.02e+01,
308,2.00e+01,
309,1.98e+01,
310,1.98e+01,
311,1.98e+01,
